THUMB,INDEX,MIDDLE,RING,LITTLE,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,RESULT
231,243,7,5,22,8.00,6.09,2.17,-0.03,0.01,-0.09,4
230,243,6,5,20,8.04,6.15,2.32,-0.03,-0.01,-0.03,4
230,243,6,5,18,8.03,6.08,2.11,0.01,-0.02,0.02,4
231,243,4,7,20,7.99,6.14,2.24,-0.01,-0.04,0.01,4
231,244,7,6,19,7.96,5.99,2.05,0.03,0.01,-0.02,4
231,243,5,4,21,8.14,6.03,2.06,-0.02,-0.01,-0.03,4
230,243,4,5,20,8.06,6.11,2.22,-0.02,-0.06,0.03,4
231,244,3,6,19,7.87,6.11,1.97,-0.00,-0.03,0.04,4
231,243,5,5,21,7.87,6.20,2.15,-0.02,-0.01,-0.01,4
232,243,7,3,22,8.01,6.27,2.11,0.03,0.01,0.05,4
233,243,6,3,22,8.09,6.15,2.11,-0.02,-0.02,0.04,4
231,244,4,5,20,7.93,6.12,1.99,-0.03,-0.04,0.04,4
231,243,7,3,22,7.66,6.35,2.21,-0.01,0.02,-0.07,4
231,244,3,5,21,8.02,6.33,2.36,0.02,0.02,0.01,4
231,243,6,5,23,7.81,6.30,2.25,0.00,-0.03,0.01,4
232,243,6,3,22,7.81,6.29,2.23,-0.07,-0.07,0.02,4
230,243,4,5,22,7.81,6.39,2.47,-0.05,-0.05,0.00,4
232,244,5,4,21,7.95,6.30,2.39,-0.07,-0.08,-0.02,4
231,243,4,3,20,8.04,6.20,2.10,0.03,-0.07,0.19,4
232,246,3,6,17,8.34,6.00,1.63,0.10,0.04,-0.01,4
232,245,4,5,18,8.20,6.11,1.92,0.01,0.04,-0.01,4
233,246,3,7,17,7.50,6.27,1.89,-0.02,-0.14,0.05,4
233,244,5,3,20,7.97,6.62,2.23,0.04,0.12,-0.01,4
231,245,4,5,19,7.79,6.77,2.72,-0.14,0.03,-0.11,4
234,245,3,5,18,7.74,6.46,2.60,-0.03,-0.03,-0.02,4
233,245,5,4,20,7.81,6.44,2.27,-0.01,-0.01,0.01,4
233,245,4,5,20,7.61,6.56,2.34,-0.05,-0.04,-0.01,4
233,246,5,7,19,7.70,6.49,2.26,-0.04,-0.03,0.01,4
234,246,7,6,19,7.68,6.51,2.40,-0.02,-0.03,-0.01,4
232,245,4,5,20,7.60,6.52,2.31,-0.02,0.00,-0.02,4
233,246,6,7,19,7.55,6.52,2.33,-0.02,-0.03,0.01,4
233,245,3,6,19,7.62,6.55,2.35,-0.02,-0.00,-0.00,4
235,246,5,3,21,7.80,6.51,2.39,-0.01,-0.03,-0.01,4
231,245,4,5,20,7.59,6.47,2.19,-0.01,-0.07,-0.00,4
233,244,5,4,21,7.54,6.50,2.34,-0.02,-0.06,0.02,4
233,244,5,7,20,7.70,6.50,2.36,0.00,-0.04,0.02,4
233,244,5,6,21,7.48,6.78,2.24,-0.02,-0.04,-0.04,4
234,245,8,3,23,7.56,6.23,2.28,-0.06,-0.02,-0.04,4
234,243,7,3,20,7.81,6.36,2.14,-0.02,0.04,0.06,4
233,244,5,4,21,7.51,6.56,2.31,-0.01,-0.01,0.08,4
235,244,5,4,21,7.58,6.46,2.27,-0.00,-0.02,0.01,4
233,245,5,6,21,7.77,6.43,2.26,-0.00,-0.00,0.00,4
233,244,5,7,21,7.75,6.39,2.20,-0.04,-0.01,-0.01,4
234,244,4,5,20,7.74,6.40,2.21,-0.04,-0.02,-0.00,4
232,245,6,5,20,7.75,6.42,2.15,-0.04,-0.05,0.04,4
233,244,5,7,20,7.79,6.46,2.33,-0.05,-0.04,-0.02,4
233,244,5,5,21,7.60,6.56,2.34,-0.03,-0.00,-0.01,4
233,245,5,5,21,7.66,6.37,2.21,-0.03,0.01,-0.01,4
228,244,4,3,29,9.93,1.13,-1.24,-0.02,-0.07,0.01,5
228,243,6,3,30,9.92,1.18,-1.12,-0.00,-0.02,0.02,5
227,244,4,5,27,9.86,1.16,-1.21,-0.03,0.02,-0.03,5
228,244,5,4,29,9.86,1.15,-1.18,-0.01,0.01,-0.02,5
228,245,3,6,27,9.75,1.26,-1.16,-0.01,0.00,-0.00,5
226,243,6,5,28,9.78,1.21,-1.20,-0.03,0.00,-0.00,5
228,244,5,5,30,9.81,1.13,-1.22,-0.03,-0.00,0.00,5
228,244,3,5,28,9.83,1.24,-1.23,-0.01,-0.01,0.01,5
227,245,3,6,27,9.79,1.19,-1.16,-0.02,0.02,-0.02,5
228,244,5,4,29,9.82,1.17,-1.20,-0.03,-0.03,0.03,5
227,245,3,8,27,9.78,1.30,-1.12,-0.02,-0.04,-0.00,5
226,244,4,5,30,9.84,1.32,-1.17,0.03,0.07,-0.16,5
227,244,3,6,29,10.63,2.29,-0.70,-0.19,0.15,-0.51,5
228,245,5,5,29,9.21,3.85,-1.08,-0.22,-0.13,-0.98,5
230,245,3,6,29,6.92,6.68,0.54,0.08,-0.02,-1.34,5
229,246,5,4,29,5.59,7.87,-0.61,-0.12,0.09,-0.92,5
229,246,5,4,31,5.53,8.72,0.26,-0.20,0.07,-0.15,5
229,247,5,5,29,4.51,8.18,1.37,-0.12,0.14,0.15,5
231,246,3,6,29,4.46,10.64,1.93,-0.03,0.39,-0.37,5
230,246,6,6,30,5.03,8.96,0.87,0.05,-0.03,0.12,5
229,246,6,4,32,4.66,8.88,1.21,-0.01,-0.02,0.01,5
229,248,3,6,31,4.84,8.76,1.20,-0.05,-0.02,0.03,5
228,247,4,5,30,4.70,9.16,2.61,-0.31,0.03,-0.15,5
229,246,5,5,29,4.53,8.88,1.26,-0.02,0.02,0.00,5
229,246,5,6,32,4.65,8.75,0.95,0.07,0.12,-0.33,5
229,247,5,5,31,4.09,9.13,1.29,0.03,0.00,0.08,5
230,246,4,5,30,4.62,9.28,2.22,-0.32,0.22,0.14,5
230,246,3,4,30,4.85,8.71,1.07,0.15,0.19,0.02,5
231,246,5,6,31,4.57,9.05,1.08,-0.12,-0.02,-0.28,5
230,246,4,4,31,4.21,8.94,0.47,-0.09,-0.24,0.10,5
232,246,7,3,31,4.69,8.89,1.17,-0.05,-0.13,0.06,5
230,247,3,5,30,4.66,8.84,1.09,-0.05,-0.05,-0.03,5
231,246,6,3,30,4.68,8.80,1.02,-0.05,-0.08,-0.00,5
230,246,4,4,31,4.69,9.10,0.96,-0.02,-0.05,0.00,5
231,247,4,3,30,4.60,8.85,0.97,0.00,-0.04,0.01,5
230,246,5,4,30,4.62,8.93,0.98,-0.02,-0.02,0.01,5
231,247,6,3,30,4.59,8.96,1.07,0.03,-0.10,0.01,5
230,246,5,5,29,4.61,8.80,0.85,-0.03,-0.04,0.02,5
231,246,6,3,30,4.65,8.83,1.02,-0.02,-0.01,0.02,5
230,246,6,3,32,4.67,8.86,1.02,-0.02,-0.03,0.00,5
230,246,7,4,29,4.75,8.77,1.01,-0.03,0.00,-0.01,5
231,246,6,3,32,4.75,8.83,0.96,-0.01,-0.01,0.00,5
230,246,6,3,32,4.65,8.88,1.06,-0.03,-0.03,0.03,5
230,248,3,6,27,4.76,8.82,0.97,-0.02,-0.04,-0.02,5
231,246,4,4,29,4.72,8.82,0.89,0.00,-0.04,0.00,5
231,248,4,6,31,4.76,8.84,1.01,-0.02,-0.01,0.01,5
230,246,4,5,32,4.64,8.84,0.90,-0.01,-0.01,-0.01,5
230,246,5,4,29,4.56,8.85,0.84,0.02,0.07,-0.07,5
230,246,7,6,30,4.55,8.72,1.02,-0.06,-0.02,-0.01,5
231,246,5,5,32,4.79,8.82,1.06,-0.01,-0.03,-0.03,5
230,246,4,5,30,4.66,8.79,1.00,-0.04,-0.01,-0.01,5
231,246,5,5,29,4.66,8.89,0.97,0.00,0.00,0.01,5
231,247,4,4,29,4.80,8.83,0.98,-0.03,-0.01,0.00,5
231,247,5,4,29,4.70,8.79,0.89,-0.01,-0.05,0.04,5
231,246,5,5,32,4.78,8.83,1.02,-0.00,0.12,-0.07,5
230,246,6,3,30,4.33,8.98,1.00,0.01,0.15,-0.10,5
230,247,4,6,30,4.23,9.07,1.09,0.02,0.29,-0.14,5
231,246,3,6,30,4.35,9.01,1.18,-0.06,-0.10,0.05,5
231,246,5,7,32,4.34,9.00,1.18,-0.05,-0.17,0.07,5
230,246,3,6,31,4.24,9.05,1.25,-0.01,-0.03,0.04,5
230,247,4,4,30,4.27,9.03,1.24,-0.00,0.02,-0.00,5
232,247,6,5,32,4.39,9.00,1.23,-0.04,-0.03,0.01,5
232,246,6,3,32,4.39,8.92,1.13,-0.02,-0.07,0.04,5
230,246,5,4,30,4.41,8.91,1.14,-0.05,-0.01,0.01,5
230,245,6,3,32,4.39,9.14,1.18,-0.04,-0.05,0.01,5
230,243,6,3,30,4.31,8.93,1.02,-0.05,-0.01,0.04,5
230,246,3,6,27,4.30,9.06,1.32,-0.07,-0.06,0.07,5
229,244,3,7,30,4.49,8.93,1.29,-0.04,-0.03,0.03,5
229,244,5,3,29,4.50,8.89,1.32,-0.06,-0.08,0.03,5
230,245,5,6,30,4.60,9.08,1.48,-0.00,-0.00,0.04,5
228,244,3,6,29,4.57,8.60,1.01,-0.07,0.00,0.02,5
230,243,6,3,30,4.00,8.78,1.29,-0.19,0.10,0.02,5
229,244,4,4,31,5.33,8.95,1.46,-0.12,-0.02,0.11,5
228,243,4,5,30,5.26,9.14,1.67,-0.06,0.37,-0.09,5
229,243,5,4,29,4.75,8.86,1.76,0.03,0.04,0.02,5
229,243,5,4,29,5.02,8.75,1.58,0.06,-0.07,0.07,5
229,245,5,3,29,4.94,8.66,1.38,0.02,-0.05,0.04,5
230,244,4,4,29,4.97,8.71,1.37,0.01,-0.04,-0.01,5
228,244,6,7,32,4.96,8.70,1.38,-0.02,-0.02,0.00,5
227,244,3,7,30,4.98,8.71,1.30,-0.03,-0.03,0.01,5
229,244,3,5,31,4.95,8.70,1.33,-0.02,-0.01,0.01,5
229,244,3,5,29,4.99,8.66,1.31,-0.01,-0.03,-0.00,5
229,244,5,4,29,4.96,8.69,1.23,-0.02,-0.01,-0.01,5
229,244,4,5,29,4.97,8.70,1.28,-0.02,-0.01,0.00,5
230,244,5,5,29,4.93,8.74,1.28,-0.03,-0.04,0.03,5
187,247,6,6,19,6.79,6.22,5.37,0.02,-0.02,-0.00,6
186,249,4,5,18,6.65,6.22,5.13,0.02,-0.03,0.02,6
186,248,4,5,18,6.80,6.27,5.31,-0.02,-0.03,0.03,6
188,247,5,3,18,6.78,6.23,5.21,-0.03,-0.02,0.01,6
188,249,4,5,18,6.86,6.27,5.32,-0.01,-0.01,0.00,6
189,249,6,5,21,6.81,6.36,5.37,-0.00,-0.03,-0.03,6
190,248,7,5,21,7.26,5.94,4.65,0.18,-0.90,0.95,6
191,248,10,6,20,8.90,4.21,2.75,0.11,-0.43,0.68,6
192,248,5,4,21,9.58,3.53,2.61,0.02,-0.05,0.17,6
190,249,6,5,20,9.31,3.55,2.55,-0.01,0.00,-0.02,6
191,250,3,8,19,9.73,3.23,2.38,-0.03,-0.11,0.10,6
193,249,5,5,21,9.56,3.36,2.30,0.02,0.05,-0.07,6
192,249,4,7,20,9.49,3.52,2.53,-0.01,0.10,-0.05,6
192,250,3,6,20,9.30,3.91,2.72,-0.09,0.16,-0.68,6
187,250,6,5,17,7.90,5.66,4.24,-0.05,0.64,-0.97,6
190,249,6,5,20,6.47,6.98,4.69,0.05,0.43,-0.62,6
192,249,9,3,21,5.57,7.28,4.98,-0.11,-0.04,-0.23,6
191,248,4,4,17,5.77,7.38,5.19,-0.01,-0.11,0.01,6
191,251,5,6,19,6.10,7.63,5.75,-0.01,-0.15,-0.29,6
190,249,4,3,18,6.27,6.90,3.86,-0.05,0.13,-1.20,6
191,249,5,5,20,4.69,8.09,3.60,-0.06,-0.33,-0.23,6
158,249,3,6,19,4.17,8.91,3.56,-0.16,-0.20,-0.39,6
143,248,5,6,18,3.40,9.34,3.47,0.04,-0.22,0.14,6
158,248,5,6,20,4.17,8.88,3.48,0.25,-0.02,0.12,6
161,248,5,4,21,4.53,8.73,3.18,0.07,-0.04,-0.04,6
159,249,5,3,20,4.65,8.83,3.35,0.12,0.03,0.07,6
160,249,5,5,19,4.19,8.93,4.07,0.20,0.08,-0.02,6
161,250,3,7,19,3.49,8.37,2.44,-0.14,-0.13,0.02,6
162,250,3,6,19,5.03,7.98,-0.12,0.58,-0.66,0.76,6
163,248,3,6,19,4.16,8.18,1.85,0.22,0.47,0.05,6
164,249,5,4,18,7.24,7.94,1.45,0.83,-0.78,1.56,6
165,248,5,5,20,9.87,4.74,0.15,0.31,-0.26,0.45,6
165,249,5,5,19,7.79,5.88,0.35,-0.41,-0.22,-0.59,6
167,249,5,4,20,8.07,6.16,0.86,0.21,0.14,0.08,6
167,248,5,4,20,8.37,7.07,0.08,0.15,-0.12,0.06,6
166,248,5,5,20,7.83,6.49,-0.16,1.02,0.06,0.16,6
164,250,3,6,20,8.52,4.92,-0.68,0.41,0.77,0.02,6
166,252,3,6,19,7.58,5.10,1.65,-1.10,0.63,0.11,6
166,249,4,5,18,9.01,5.28,2.04,-0.23,0.15,0.10,6
169,250,5,3,22,8.65,4.25,4.57,-0.99,0.16,0.42,6
168,250,7,6,20,8.45,3.78,5.56,-0.57,0.15,0.07,6
168,250,7,3,22,8.75,3.75,6.05,0.08,-0.16,0.22,6
169,250,5,4,21,8.55,3.16,5.48,-0.08,-0.08,0.10,6
168,250,4,5,20,8.91,3.30,5.70,0.00,-0.04,-0.03,6
168,250,6,5,20,8.40,3.38,5.26,0.58,-0.17,-0.43,6
171,252,3,7,19,8.02,4.57,4.38,0.31,-0.01,-0.85,6
170,249,4,5,20,7.04,6.24,4.59,-0.02,0.55,-1.07,6
171,250,5,5,22,4.25,8.17,5.42,0.17,0.67,-1.21,6
171,250,5,4,21,4.52,7.79,5.11,-0.04,0.01,0.01,6
172,251,3,5,20,3.55,8.32,5.52,-0.12,-0.05,0.07,6
175,251,4,5,21,3.46,8.36,6.14,-0.08,-0.09,0.01,6
176,250,4,5,20,3.96,7.64,4.85,-0.12,0.00,0.02,6
180,250,5,4,21,4.30,7.84,6.00,-0.07,-0.07,0.24,6
182,251,4,4,20,4.95,6.90,5.78,-0.42,-0.19,0.35,6
185,251,5,4,21,5.01,6.95,6.42,-0.01,-0.03,0.04,6
186,250,4,5,20,4.87,6.66,6.32,0.05,-0.03,0.01,6
186,250,6,5,21,5.56,6.70,6.53,-0.04,-0.03,0.04,6
189,250,4,5,21,5.12,6.65,6.56,-0.07,-0.04,0.07,6
188,251,4,5,20,5.43,6.85,6.50,0.28,0.13,0.01,6
190,250,5,4,21,5.57,6.36,5.81,0.11,0.03,0.21,6
190,251,5,4,19,6.08,6.40,5.74,0.06,-0.22,0.33,6
190,251,6,5,21,6.01,6.42,5.71,0.01,-0.19,0.22,6
191,250,5,6,21,6.23,6.58,5.49,0.03,-0.13,0.04,6
190,250,5,7,19,6.20,6.52,5.70,-0.09,-0.16,0.12,6
192,250,5,4,21,5.95,6.79,5.94,0.00,-0.02,0.02,6
192,252,3,7,19,6.20,6.43,5.48,0.07,0.03,0.04,6
192,251,5,6,21,6.15,6.67,5.65,-0.04,-0.02,0.04,6
191,251,4,5,22,6.34,6.42,5.43,0.06,0.06,0.01,6
191,251,4,5,20,6.46,6.39,5.41,0.04,-0.04,0.05,6
190,250,4,5,22,6.41,6.44,5.19,0.04,-0.09,0.08,6
193,251,5,5,23,7.07,6.07,5.13,-0.09,-0.25,0.22,6
192,250,3,6,20,7.98,5.56,5.00,-0.09,-0.57,0.66,6
193,251,5,4,21,8.14,5.15,3.99,-0.05,-0.19,0.19,6
195,250,6,3,23,8.96,3.55,3.13,0.10,-0.40,0.53,6
196,250,7,3,20,9.43,3.21,2.88,-0.09,-0.14,0.23,6
194,252,3,6,19,9.58,3.26,3.02,-0.05,0.00,0.07,6
196,250,5,4,21,9.79,2.61,2.31,-0.16,-0.25,0.25,6
196,250,7,4,21,9.87,2.32,2.27,-0.02,-0.17,0.29,6
195,250,5,5,21,9.96,2.04,2.15,-0.00,-0.04,0.07,6
196,250,2,5,20,9.70,1.77,2.16,-0.04,0.05,-0.02,6
196,250,3,5,21,10.40,1.51,2.30,-0.01,-0.08,0.22,6
197,250,4,5,20,10.11,1.26,1.93,-0.10,-0.09,0.08,6
196,250,6,5,21,10.14,1.16,1.88,-0.06,-0.03,0.07,6
197,250,5,4,21,10.16,1.45,2.23,0.02,0.04,-0.14,6
196,249,4,5,21,9.99,1.49,2.20,-0.08,0.03,-0.07,6
197,250,5,4,21,10.10,1.64,2.32,-0.08,0.07,-0.15,6
197,251,4,7,19,9.66,2.37,2.77,-0.09,0.09,-0.20,6
197,250,5,4,21,9.16,3.36,3.29,0.02,0.42,-0.58,6
197,251,3,6,19,8.66,4.45,4.37,0.05,0.53,-0.76,6
196,250,6,5,20,7.62,5.62,4.91,0.07,0.41,-0.53,6
196,251,6,5,20,7.10,5.89,4.87,0.01,-0.00,-0.02,6
197,251,5,3,22,7.39,5.78,4.82,-0.05,-0.05,0.04,6
196,251,6,5,20,7.19,5.90,4.91,-0.05,0.00,-0.04,6
199,251,6,3,24,7.26,5.97,4.76,0.13,0.05,-0.12,6
198,251,4,5,19,6.89,6.30,4.95,-0.07,0.10,-0.18,6
197,250,7,4,21,6.13,6.96,5.16,-0.04,0.08,-0.19,6
199,252,4,7,21,5.99,6.84,5.39,-0.04,-0.10,0.12,6
198,250,5,6,19,6.65,6.47,5.16,-0.13,-0.33,0.42,6
197,250,5,7,21,7.51,5.78,4.66,-0.06,-0.15,0.26,6
198,250,5,4,21,7.53,5.24,4.50,-0.05,-0.09,0.12,6
199,250,5,4,21,7.93,5.60,4.83,0.07,0.09,-0.08,6
200,250,7,3,23,7.90,5.41,4.57,-0.04,-0.02,-0.06,6
199,250,6,6,23,7.81,5.45,4.44,-0.05,-0.06,0.04,6
198,251,4,4,21,7.89,5.48,4.56,-0.01,-0.01,-0.00,6
199,251,5,5,21,7.84,5.47,4.47,-0.02,-0.02,0.01,6
199,250,5,4,21,7.90,5.42,4.46,-0.03,-0.02,0.00,6
199,250,6,3,20,7.89,5.48,4.49,0.03,0.00,-0.01,6
199,250,7,3,22,7.73,5.47,4.47,-0.02,-0.04,0.01,6
186,241,6,2,30,8.40,3.20,6.30,-0.04,-0.14,0.04,7
168,240,5,2,29,8.08,2.90,5.41,-0.10,0.05,-0.00,7
130,241,6,1,28,8.35,3.36,6.34,-0.03,0.51,-0.37,7
131,242,5,4,27,8.05,4.37,6.51,0.22,0.05,-0.04,7
139,244,3,4,27,7.92,3.98,5.90,0.39,0.01,-0.08,7
137,242,5,3,28,7.60,4.48,6.26,-0.02,0.02,0.08,7
135,245,3,4,27,7.72,4.46,5.72,0.05,-0.16,0.05,7
143,245,3,4,27,7.28,5.02,5.62,0.27,-0.23,-0.00,7
145,242,3,3,27,7.46,5.47,5.11,0.29,-0.13,-0.13,7
146,243,4,1,28,7.36,5.77,4.41,-0.40,-0.00,0.14,7
148,243,4,1,28,7.86,5.77,5.69,-0.03,-0.14,-0.03,7
148,241,5,1,31,7.74,6.42,5.08,0.09,0.18,-0.01,7
149,241,5,0,29,7.31,4.37,3.76,0.76,-0.48,-0.15,7
149,240,5,1,29,7.20,5.98,3.50,-0.05,-0.12,-0.05,7
151,240,5,1,29,8.19,5.67,2.53,0.23,-0.22,0.12,7
152,241,3,3,27,8.19,5.69,2.15,0.04,-0.36,0.13,7
153,240,5,2,30,8.16,6.18,3.00,0.12,0.13,-0.03,7
156,240,7,1,32,8.32,6.55,2.83,0.44,-0.69,-0.27,7
159,241,4,1,28,6.36,6.72,0.23,0.42,-0.06,-0.27,7
163,241,5,4,29,7.24,6.62,-0.69,-0.12,-0.32,0.11,7
167,242,3,4,27,7.12,7.22,0.33,0.07,0.03,-0.12,7
170,241,4,1,30,6.85,7.05,-0.24,-0.06,0.23,-0.05,7
173,242,3,4,27,7.18,7.06,0.04,-0.01,-0.06,0.01,7
174,242,3,4,27,7.18,6.92,-0.31,-0.05,-0.05,0.05,7
176,241,3,2,27,7.67,6.81,-0.47,-0.10,-0.10,0.05,7
178,241,4,2,29,9.10,5.80,-1.24,-1.05,-0.09,0.65,7
179,242,3,2,29,7.60,4.86,-1.55,-1.46,-2.21,1.88,7
181,239,7,1,28,8.40,2.65,-5.90,-0.56,-2.55,0.89,7
182,240,5,2,29,2.76,3.31,-7.43,-0.50,-2.52,0.52,7
183,239,5,1,29,-0.71,3.74,-7.98,-0.42,-0.99,0.37,7
185,240,3,2,27,-0.11,4.04,-7.73,0.22,-0.09,0.33,7
184,241,4,1,28,-0.14,4.14,-8.37,0.10,0.08,0.03,7
185,241,5,2,29,-0.16,3.68,-8.46,0.00,0.16,0.02,7
186,240,3,2,28,0.39,3.94,-8.16,-0.90,0.47,-0.69,7
189,240,6,3,32,-0.35,6.93,-5.51,-0.49,-0.12,-0.34,7
187,241,5,4,28,-0.74,5.96,-6.36,-0.03,0.03,-0.12,7
187,242,3,4,27,-0.66,6.00,-7.61,0.12,-0.01,0.06,7
187,242,3,5,27,-0.49,5.90,-6.47,-0.01,0.06,0.01,7
188,242,4,1,28,-0.34,5.95,-6.70,0.10,0.03,0.05,7
164,241,5,1,29,0.03,5.70,-6.67,0.09,-0.03,0.03,7
138,241,4,1,28,-0.12,5.62,-7.09,0.04,0.10,0.04,7
134,241,6,2,29,-0.09,5.72,-7.03,-0.12,0.08,-0.05,7
149,241,4,2,29,0.81,5.14,-7.12,-0.10,0.03,0.02,7
140,241,6,1,28,0.66,5.62,-7.19,-0.02,-0.02,-0.10,7
148,241,4,1,30,0.79,5.20,-7.25,-0.09,0.11,0.05,7
147,239,7,2,28,0.53,5.82,-6.82,-0.03,-0.17,-0.03,7
150,241,6,4,28,1.07,5.54,-7.26,0.13,0.68,0.11,7
150,241,7,4,28,2.99,5.02,-7.28,0.37,2.21,0.02,7
151,241,7,2,29,6.21,4.69,-5.20,0.57,2.19,-0.16,7
148,242,4,1,28,8.98,4.07,-1.43,0.86,2.27,-0.53,7
148,242,3,4,27,8.70,5.99,2.49,1.04,1.77,-1.11,7
147,243,3,3,28,6.52,7.12,3.07,0.45,0.79,-0.30,7
151,242,5,2,28,6.46,7.47,2.58,0.28,-0.05,0.19,7
152,242,5,2,31,6.40,7.73,2.87,-0.12,-0.05,0.02,7
155,242,5,2,30,6.76,7.41,3.09,0.11,0.09,0.00,7
160,241,3,4,27,6.63,7.03,2.59,-0.08,0.00,0.13,7
165,242,3,2,29,6.67,7.29,2.85,0.06,-0.07,0.16,7
171,242,5,2,29,7.06,7.06,2.58,0.12,-0.01,0.09,7
174,244,5,1,29,7.18,6.86,2.44,0.17,-0.18,0.27,7
175,242,5,2,29,7.92,6.69,2.29,0.19,0.18,0.08,7
176,242,5,2,29,7.21,7.01,2.11,0.07,-0.07,0.01,7
176,242,4,4,30,7.18,7.05,2.44,-0.04,0.10,-0.08,7
180,243,5,3,29,6.62,7.07,2.49,-0.03,-0.03,-0.00,7
166,244,3,4,27,7.05,7.07,2.36,-0.11,-0.10,-0.05,7
131,243,6,2,27,7.00,7.19,2.72,-0.08,0.11,-0.18,7
121,242,6,2,32,6.99,7.13,2.71,-0.03,0.03,-0.12,7
114,243,4,3,28,6.05,7.55,2.76,0.03,0.08,-0.05,7
116,242,4,1,28,6.69,7.58,3.16,0.03,-0.04,0.04,7
117,242,6,1,29,6.52,7.40,2.69,-0.00,-0.12,0.06,7
119,241,5,2,29,6.71,7.43,2.68,0.02,0.02,0.01,7
119,243,5,2,29,6.67,7.29,2.39,0.18,0.15,-0.05,7
121,242,4,2,29,7.52,6.95,2.20,-0.87,-1.04,0.76,7
125,243,4,1,29,8.63,5.65,1.41,-1.46,-2.47,0.68,7
125,242,5,2,29,7.67,5.23,-1.64,-1.16,-3.04,0.76,7
127,243,5,2,29,6.62,5.32,-5.44,-0.49,-2.77,0.22,7
130,241,4,2,27,1.33,6.28,-5.74,-0.47,-1.34,-0.09,7
129,240,5,2,29,1.46,6.10,-6.13,-0.07,-0.41,-0.07,7
128,239,5,4,29,0.91,6.43,-7.23,0.32,-0.02,0.09,7
129,237,5,1,29,1.41,4.51,-8.11,0.56,0.16,0.27,7
129,237,5,1,28,0.73,4.45,-7.36,-0.03,-0.12,-0.14,7
131,238,5,2,29,0.39,4.72,-7.67,-0.00,-0.02,-0.04,7
130,237,4,4,32,0.74,4.82,-7.64,0.02,0.05,0.01,7
132,239,4,1,27,1.00,4.59,-7.78,0.06,0.13,0.04,7
130,239,4,1,28,0.93,4.33,-7.81,-0.08,0.16,0.03,7
132,238,5,1,28,1.26,4.60,-7.59,-0.01,0.05,0.04,7
132,238,6,3,32,1.43,4.59,-7.67,0.02,0.03,0.05,7
132,238,5,2,29,1.56,4.57,-7.70,-0.03,-0.00,-0.01,7
132,239,5,3,29,1.62,4.58,-7.57,-0.01,0.07,0.05,7
137,238,1,6,29,0.44,7.00,-6.02,-0.72,0.04,0.12,8
134,239,1,6,30,0.87,7.68,-5.05,-0.04,-0.19,0.05,8
132,242,1,7,29,0.90,7.82,-4.92,-0.11,0.01,0.01,8
122,244,1,8,27,0.91,7.65,-5.20,-0.07,-0.14,0.03,8
120,243,2,3,30,1.17,7.70,-4.78,0.03,0.06,0.14,8
123,244,0,7,29,1.15,7.71,-4.77,0.09,0.12,0.09,8
125,241,1,5,29,2.02,7.59,-3.96,-0.14,-0.36,0.12,8
143,234,0,6,29,2.38,7.15,-6.21,0.40,-0.63,0.07,8
144,231,2,3,32,1.31,6.72,-6.15,0.21,-0.15,0.11,8
144,234,1,6,31,1.75,6.75,-5.94,-0.13,0.07,0.03,8
143,238,2,3,30,2.17,6.67,-5.92,-0.08,0.07,-0.03,8
144,237,1,5,30,1.09,6.44,-6.42,0.17,-0.20,-0.01,8
144,238,2,7,30,1.59,6.44,-6.25,0.05,-0.13,-0.11,8
132,238,2,4,30,1.52,6.49,-6.35,0.02,0.30,-0.07,8
124,239,0,5,30,1.21,6.52,-6.55,0.05,-0.21,0.03,8
119,238,0,5,30,1.18,6.48,-6.40,-0.15,-0.09,-0.02,8
121,238,4,5,32,1.00,6.68,-6.05,-0.06,-0.57,0.26,8
119,238,2,6,30,1.19,6.50,-6.43,0.07,-0.12,0.13,8
119,239,2,5,30,0.86,6.48,-6.30,-0.07,-0.18,0.09,8
119,238,1,4,29,0.30,6.64,-6.28,-0.14,-0.33,0.17,8
119,238,1,4,32,0.21,6.81,-6.13,-0.18,-0.43,0.24,8
119,238,1,6,32,-0.26,7.08,-6.02,-0.03,-0.45,0.23,8
118,239,1,5,29,0.20,6.76,-6.26,-0.03,-0.25,0.09,8
118,238,4,5,30,-0.24,6.98,-5.93,-0.12,-0.13,0.01,8
120,238,2,6,30,-0.29,7.16,-5.47,-0.06,-0.16,0.04,8
119,239,3,3,31,-0.53,7.24,-5.43,-0.07,-0.08,0.04,8
121,239,3,5,30,-0.48,7.22,-5.59,-0.01,-0.03,0.04,8
121,239,1,5,31,-0.51,7.24,-5.44,-0.10,-0.05,0.05,8
124,239,4,3,30,-0.29,7.26,-5.41,-0.30,-0.22,0.05,8
123,240,3,6,31,-0.79,7.48,-4.85,-0.07,-0.22,0.02,8
127,240,2,6,30,-1.33,7.67,-4.51,0.18,-0.02,0.02,8
131,238,1,4,33,-0.96,7.16,-5.82,0.36,0.27,0.14,8
129,239,1,4,31,-0.44,6.69,-6.62,0.16,0.25,0.46,8
127,237,1,4,31,0.34,6.87,-5.73,0.19,0.06,0.34,8
131,238,3,4,30,1.20,5.65,-7.73,0.59,-0.06,0.37,8
131,238,2,6,31,0.98,4.82,-7.66,0.12,-0.11,0.05,8
134,237,2,5,30,0.87,5.04,-7.22,-0.02,0.05,-0.06,8
